ref_num,authors,year,country,site_name,geo_area,N_pair,N_pair_state,latitude,longitude,elevation,elev_raster,avg_annual_precip,precip_raster,avg_annual_temp,temp_raster,climate,aridity_index_study,aridity_category,aridity_index,crop type_study,crop_type,multiple_crops,tillage_freq_study,tillage_freq,tillage_type,residue_removal,grazed,cover_crop,inorganic_N_applied,herbicide,OM_applied,inorganic_C_applied,years_since_irrig_t1,years_since_irrig_t2,study_duration,irrig_method,irrig_methodcat,irrig_water_type,irrig_water_pH,irrig_water_bicarbonate,irrig_water_Ca,irrig_water_OC,irrig_water_N,study_scale,soil_upper_limit,soil_lower_limit,soil_sample_thickness,depth_category,depth_cat_2,BD_t1,BD_t2,BD_t1_rf,BD_t2_rf,soil_texture_t1,per_sand_t1,per_clay_t1,soil_texture_t2,per_sand_t2,per_clay_t2,soil_pH_t1,soil_pH_t2,total_C_n_t1,total_C_n_t2,total_C_t1,total_C_t2,total_C_sd_t1,total_C_sd_t2,total_C_st_t1,total_C_st_t2,total_C_st_sd_t1,total_C_st_sd_t2,total_C_st_t1_calc,total_C_st_t2_calc,log_total_C_rr,organic_C_n_t1,organic_C_n_t2,organic_C_t1,OC_t1_calc,organic_C_t2,OC_t2_calc,log_organic_C_rr,OC_change_rate,per_OC_change,organic_C_sd_t1,organic_C_sd_t2,organic_C_t1_cov,organic_C_t2_cov,organic_C_t1_sd_calc,organic_C_t2_sd_calc,organic_C_st_t1,organic_C_st_t2,organic_C_st_t1_calc,organic_C_st_t2_calc,organic_C_st_sd_t1,organic_C_st_sd_t2,organic_C_st_t1_cov,organic_C_st_t2_cov,organic_C_st_sd_t1_calc,organic_C_st_sd_t2_calc,log_organic_C_st_rr,OC_st_change_rate,per_OC_st_change,inorganic_C_n_t1,inorganic_C_n_t2,inorganic_C_t1,inorganic_C_t2,inorganic_C_sd_t1,inorganic_C_sd_t2,inorganic_C_sd_t1_cov,inorganic_C_sd_t2_cov,inorganic_C_sd_t1_calc,inorganic_C_sd_t2_calc,inorganic_C_st_t1,inorganic_C_st_t2,inorganic_C_st_sd_t1,inorganic_C_st_sd_t2,inorganic_C_st_t1_calc,inorganic_C_st_t2_calc,inorganic_C_st_t1_cov,inorganic_C_st_t2_cov,inorganic_C_st_t1_sd_cov,inorganic_C_st_t2_sd_cov,log_inorg_C_rr,total_N_n_t1,total_N_n_t2,total_N_t1,total_N_t2,total_N_sd_t1,total_N_sd_t2,total_N_t1_cov,total_N_t2_cov,total_N_t1_sd_calc,total_N_t2_sd_calc,total_N_st_t1,total_N_st_t2,total_N_st_sd_t1,total_N_st_sd_t2,total_N_st_t1_calc,total_N_st_t2_calc,log_total_N_rr,total_N_st_t1_cov,total_N_st_t2_cov,total_N_st_t1_sd_calc,total_N_st_t2_sd_calc
13,Hao et al.,2001,Canada,Lethbridge-1,North America,no,,49° 42' N,112° 48' W,915,918,,380,,6.3,semiarid,0.2928,Semi-Arid,3.4395,mixed,cereals,yes,annually,once,na,no,no,yes,yes,yes,no,no,1,4,3,sprinklers,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.414195402,1.434472667,1.414195402,1.434472667,CL,,34.1,CL,,34.1,7.63,,,,,,,,,,,,,,,4,4,11.03100744,11.03100744,12.08341834,12.08341834,0.039574634,0.350803634,9.540478574,1.034156947,0.995105751,,,1.042364017,1.018389875,23.4,26,23.4,26,2.200653,1.451776638,,,2.200653,1.451776638,0.045757491,0.866666667,11.11111111,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,2.6,3.04,,,2.6,3.04,,,,0.325,0.434285714
14a,Haring et al.,2017,Ghana,Tamale,Africa,no,,9° 28' N,0° 51' W,,173,1111,1084,27.9,28.1,semiarid,0.5301,Dry sub-humid,1.8838,mixed,horticulture,yes,frequent,multiple,CT,,yes,,no,,yes,no,0,2,2,sprinklers,sprinkler,mixed,,,,,,Plot,0,20,20,0-10cm,0-10cm,1.485881034,1.494794667,1.485881034,1.494794667,,,5,,,5,,,,,,,,,,,,,,,,4,4,0.336500695,0.336500695,0.234145871,0.234145871,-0.15749946,-0.051177412,-30.41741807,0.03154694,0.019282615,,,0.031797297,0.019733802,1,0.7,1,0.7,0.2,0.1,0.2,0.142857143,0.094045,0.039086294,-0.15490196,-0.15,-30,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,1.1,0.7,0.2,0.1,1.1,0.7,,0.181818182,0.142857143,0.1375,0.1
14b,Haring et al.,2017,Burkina Faso,Ouagadougou,Africa,no,,12° 24' N,1° 29' W,,288,788,720,28.2,28.7,semiarid,0.5301,Dry sub-humid,1.8838,mixed,horticulture,yes,frequent,multiple,CT,,yes,,no,,yes,no,0,2,2,sprinklers,sprinkler,mixed,,,,,,Plot,0,20,20,0-10cm,0-10cm,1.483216667,1.492084333,1.483216667,1.492084333,,,8,,,8,,,,,,,,,,,,,,,,4,4,0.539368265,0.539368265,0.670203405,0.670203405,0.09432124,0.06541757,24.25710751,0.050565775,0.055193261,,,0.050967065,0.056484708,1.6,2,1.6,2,0.2,0.3,0.125,0.15,0.150472,0.111675126,0.096910013,0.2,25,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,1.6,2,0.2,0.3,1.6,2,,0.125,0.15,0.2,0.285714286
15a,Hegde et al.,1996,India,Akola-N,Asia,yes,N-,20° 42' N,77° 02' E,307,293,793,716,27.2,27.6,semiarid,0.2991,Semi-Arid,3.3467,cereals,cereals,yes,,,,no,no,yes,no,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.390561351,1.3446005,1.390561351,1.3446005,C,35,52,C,35,52,7.4,7.4,,,,,,,,,,,,,,4,4,1.91769077,1.91769077,1.784916784,1.784916784,-0.031160605,-0.014752665,-6.923638995,0.17978351,0.146993252,,,0.181210272,0.150432695,4,3.6,4,3.6,0.37618,0.201015227,,,0.37618,0.201015227,-0.045757491,-0.044444444,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15aa,Hegde et al.,1996,India,Akola+N,Asia,yes,N+,20° 42' N,77° 02' E,307,293,793,716,27.2,27.6,semiarid,0.2991,Semi-Arid,3.3467,cereals,cereals,yes,,,,no,no,yes,yes,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.39141523,1.337666833,1.39141523,1.337666833,C,35,52,C,35,52,7.4,7.4,,,,,,,,,,,,,,4,4,1.916513927,1.916513927,2.591577051,2.591577051,0.131052146,0.075007014,35.22349171,0.179673181,0.213424145,,,0.181099067,0.21841798,4,5.2,4,5.2,0.37618,0.290355328,,,0.37618,0.290355328,0.113943352,0.133333333,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15b,Hegde et al.,1996,India,Parbhani-N,Asia,yes,N-,19° 0' N,76° 0' E,408,512,965,776,27.2,26.4,semiarid,0.2991,Semi-Arid,3.0619,cereals,cereals,yes,,,,no,no,yes,no,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.317979598,1.3034915,1.317979598,1.3034915,C,18,57,C,18,57,8,8,,,,,,,,,,,,,,4,4,3.33844318,3.33844318,3.682417569,3.682417569,0.042589045,0.038219377,10.30343697,0.312979048,0.303258134,,,0.31546285,0.310353963,6.6,7.2,6.6,7.2,0.620697,0.402030454,,,0.620697,0.402030454,0.037788561,0.066666667,9.090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15bb,Hegde et al.,1996,India,Parbhani+N,Asia,yes,N+,19° 0' N,76° 0' E,408,512,965,776,27.2,26.4,semiarid,0.2991,Semi-Arid,3.0619,cereals,cereals,yes,,,,no,no,yes,yes,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.319965517,1.3059875,1.319965517,1.3059875,C,18,57,C,18,57,8,8,,,,,,,,,,,,,,4,4,3.333420414,3.333420414,3.879567505,3.879567505,0.065893222,0.06068301,16.38398471,0.312508164,0.319494023,,,0.314988229,0.32696975,6.6,7.6,6.6,7.6,0.620697,0.424365479,,,0.620697,0.424365479,0.061269657,0.111111111,15.15151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15c,Hegde et al.,1996,India,Rahuri-N,Asia,yes,N-,19° 52' N,74° 18' E,447,536,520,491,27.6,25.8,semiarid,0.2991,Semi-Arid,4.6456,cereals,cereals,yes,,,,no,no,yes,no,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.318728448,1.293882833,1.318728448,1.293882833,C,22,51,C,22,51,8.1,8.1,,,,,,,,,,,,,,4,4,3.235439922,3.235439922,1.854882018,1.854882018,-0.241617049,-0.153395323,-42.66986677,0.303322493,0.152755099,,,0.30572966,0.156329361,6.4,3.6,6.4,3.6,0.601888,0.201015227,,,0.601888,0.201015227,-0.249877473,-0.311111111,-43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15cc,Hegde et al.,1996,India,Rahuri+N,Asia,yes,N+,19° 52' N,74° 18' E,447,536,520,491,27.6,25.8,semiarid,0.2991,Semi-Arid,4.6456,cereals,cereals,yes,,,,no,no,yes,yes,no,no,no,0,9,9,check basin,floodfurr,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.316510632,1.292093333,1.316510632,1.292093333,C,22,51,C,22,51,8.1,8.1,,,,,,,,,,,,,,4,4,3.240890398,3.240890398,2.218621978,2.218621978,-0.164581033,-0.11358538,-31.54282603,0.303833475,0.182710176,,,0.306244697,0.186985346,6.4,4.3,6.4,4.3,0.601888,0.240101521,,,0.601888,0.240101521,-0.172711518,-0.233333333,-32.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Hou et al.,2012,China,Yucheng,Asia,no,,36° 50' N,116° 34' E,20,23,567,607,13.4,13.4,semiarid,0.4123,Semi-Arid,2.4283,cereals,cereals,yes,1,once,CT,yes,no,yes,yes,yes,no,no,6,11,5,,,fresh,,,,,,Plot,0,3,2.5,0-10cm,0-10cm,1.23,1.403333333,1.247696,1.392083167,SiL,12,22,SiL,12,22,8.6,8.6,,,,,,,,,,,,,,3,3,6.008333333,6.008333333,8.311666667,8.311666667,0.140934099,0.460666667,38.33564494,0.56328125,0.684490685,,,0.56775145,0.700506839,1.8475625,2.916009722,1.8475625,2.916009722,0.173754015,0.162822877,,,0.173754015,0.162822877,0.198189829,0.213689444,57.83009897,,,,,,,,,,,,,,,,,,,,,,3,3,0.611666667,0.92,,,,,0.0980765,0.220170667,,,,,0.316437167,0.5282445,0.177273013,,,0.0395545,0.0754635
16,Hou et al.,2012,China,Yucheng,Asia,no,,36° 50' N,116° 34' E,20,23,567,607,13.4,13.4,semiarid,0.4123,Semi-Arid,2.4283,cereals,cereals,yes,1,once,CT,yes,no,yes,yes,yes,no,no,6,11,5,,,fresh,,,,,,Plot,10,20,10,10-20cm,10-20cm,1.37,1.43,1.362457,1.412029,,,,,,,,,,,,,,,,,,,,,,3,3,5.17,5.17,6.23,6.23,0.080997504,0.212,20.50290135,0.4846875,0.51305919,,,0.48853398,0.525064079,7.0829,8.9089,7.0829,8.9089,0.666111331,0.497451265,,,0.666111331,0.497451265,0.099612974,0.3652,25.78040068,,,,,,,,,,,,,,,,,,,,,,3,3,0.51,0.67,,,,,0.081775,0.160342,,,,,0.694853,0.94606,0.118504627,,,0.086857,0.135151
16,Hou et al.,2012,China,Yucheng,Asia,no,,36° 50' N,116° 34' E,20,23,567,607,13.4,13.4,semiarid,0.4123,Semi-Arid,2.4283,cereals,cereals,yes,1,once,CT,yes,no,yes,yes,yes,no,no,6,11,5,,,fresh,,,,,,Plot,20,40,20,20-30cm,20-30cm,1.44,1.47,1.418457,1.447037,,,,,,,,,,,,,,,,,,,,,,3,3,3.42,3.42,4.62,4.62,0.130615869,0.24,35.0877193,0.320625,0.38047086,,,0.32316948,0.389373362,9.8496,13.5828,9.8496,13.5828,0.926305632,0.758430451,,,0.926305632,0.758430451,0.139570712,0.74664,37.90204678,,,,,,,,,,,,,,,,,,,,,,3,3,0.42,0.57,,,,,0.067344,0.13641,,,,,1.191504,1.649622,0.132625565,,,0.148938,0.23566
16,Hou et al.,2012,China,Yucheng,Asia,no,,36° 50' N,116° 34' E,20,23,567,607,13.4,13.4,semiarid,0.4123,Semi-Arid,2.4283,cereals,cereals,yes,1,once,CT,yes,no,yes,yes,yes,no,no,6,11,5,,,fresh,,,,,,Plot,40,60,20,40-50cm,30+cm,1.37,1.37,1.368791,1.390035,,,,,,,,,,,,,,,,,,,,,,3,3,2.6,2.6,3.59,3.59,0.140121101,0.198,38.07692308,0.24375,0.29564727,,,0.2456844,0.302565015,7.124,9.8366,7.124,9.8366,0.66997658,0.549251772,,,0.66997658,0.549251772,0.140121101,0.54252,38.07692308,,,,,,,,,,,,,,,,,,,,,,3,3,0.32,0.39,,,,,0.05131,0.093333,,,,,0.876026,1.084227,0.085914629,,,0.109503,0.15489
17,Hulugalle et al.,2013,Australia,Narrabri-1,Oceania,no,,30° 13' S,149° 47' E,,229,593,652,,19.1,semiarid,0.3142,Semi-Arid,3.181,mixed,woody crops,yes,frequent,multiple,CT,no,no,yes,yes,yes,no,no,1,9,8,furrow,floodfurr,fresh,,,,,,Plot,0,10,10,0-10cm,0-10cm,1.364659195,1.39614,1.364659195,1.39614,HC,25,64,HC,25,64,,,,,,,,,,,,,,,,4,4,0.83,0.83,1.07,1.07,0.110305685,0.03,28.91566265,0.0778125,0.08811771,,,0.07843002,0.090179545,1.132667132,1.4938698,1.132667132,1.4938698,0.10652168,0.083414049,,,0.10652168,0.083414049,0.120210449,0.045150334,31.88956914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Hulugalle et al.,2013,Australia,Narrabri-1,Oceania,no,,30° 13' S,149° 47' E,,229,593,652,,19.1,semiarid,0.3142,Semi-Arid,3.181,mixed,woody crops,yes,frequent,multiple,CT,no,no,yes,yes,yes,no,no,1,9,8,furrow,floodfurr,fresh,,,,,,Plot,10,30,20,10-20cm,10-20cm,1.372227299,1.392434167,1.372227299,1.392434167,HC,25,64,HC,25,64,,,,,,,,,,,,,,,,4,4,0.63,0.63,0.55,0.55,-0.05897786,-0.01,-12.6984127,0.0590625,0.04529415,,,0.05953122,0.046353972,1.729006397,1.531677584,1.729006397,1.531677584,0.162604407,0.085525144,,,0.162604407,0.085525144,-0.052629244,-0.024666102,-11.41284459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Hulugalle et al.,2013,Australia,Narrabri-1,Oceania,no,,30° 13' S,149° 47' E,,229,593,652,,19.1,semiarid,0.3142,Semi-Arid,3.181,mixed,woody crops,yes,frequent,multiple,CT,no,no,yes,yes,yes,no,no,1,9,8,furrow,floodfurr,fresh,,,,,,Plot,30,60,30,40-50cm,30+cm,1.369374138,1.404732333,1.369374138,1.404732333,HC,25,64,HC,25,64,,,,,,,,,,,,,,,,4,4,0.495,0.495,0.425,0.425,-0.066216269,-0.00875,-14.14141414,0.04640625,0.035000025,,,0.04677453,0.035818978,2.033520595,1.791033725,2.033520595,1.791033725,0.191242444,0.100006958,,,0.191242444,0.100006958,-0.055144812,-0.030310859,-11.92448559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18a,Iqbal et al.,2012,Pakistan,Faisalabad-N,Asia,yes,N-,31° 26' N,73° 06' E,184.4,185,292,362,,24.1,semiarid,0.1884,Arid,5.3039,cereals,cereals,no,annually,once,CT,,,,no,yes,no,no,0,2,2,flood,floodfurr,fresh,,,,,,Plot,0,5,5,0-10cm,0-10cm,1.45,1.45,1.449094684,1.446500833,SCL,53,26,SCL,53,26,7.5,7.5,,,,,,,,,,,,,,3,3,4.55,4.55,6.7,6.7,0.168063406,1.075,47.25274725,0.4265625,0.5517651,,,0.4299477,0.564675655,3.29875,4.8575,3.29875,4.8575,0.310230944,0.271230962,,,0.310230944,0.271230962,0.168063406,0.779375,47.25274725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18b,Iqbal et al.,2012,Pakistan,Faisalabad+N,Asia,yes,N+,31° 26' N,73° 06' E,184.4,185,292,362,,24.1,semiarid,0.1884,Arid,5.3039,cereals,cereals,no,annually,once,CT,,,,yes,yes,no,no,0,2,2,flood,floodfurr,fresh,,,,,,Plot,0,5,5,0-10cm,0-10cm,1.45,1.45,1.448134483,1.438544334,SCL,53,26,SCL,53,26,7.5,7.5,,,,,,,,,,,,,,3,3,6.05,6.05,7.65,7.65,0.101906061,0.8,26.44628099,0.5671875,0.63000045,,,0.5716887,0.644741606,4.38625,5.54625,4.38625,5.54625,0.412504881,0.309689084,,,0.412504881,0.309689084,0.101906061,0.58,26.44628099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18a,Iqbal et al.,2012,Pakistan,Faisalabad-N,Asia,yes,N-,31° 26' N,73° 06' E,184.4,185,292,362,,24.1,semiarid,0.1884,Arid,5.3039,cereals,cereals,no,annually,once,CT,,,,no,yes,no,no,0,2,2,flood,floodfurr,fresh,,,,,,Plot,10,20,10,10-20cm,10-20cm,1.45,1.45,1.450182471,1.448414333,SCL,53,26,SCL,53,26,7.5,7.5,,,,,,,,,,,,,,3,3,2.9,2.9,3.4,3.4,0.069080919,0.25,17.24137931,0.271875,0.2800002,,,0.2740326,0.286551825,4.205,4.93,4.205,4.93,0.395459225,0.275279186,,,0.395459225,0.275279186,0.069080919,0.3625,17.24137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18b,Iqbal et al.,2012,Pakistan,Faisalabad+N,Asia,yes,N+,31° 26' N,73° 06' E,184.4,185,292,362,,24.1,semiarid,0.1884,Arid,5.3039,cereals,cereals,no,annually,once,CT,,,,yes,yes,no,no,0,2,2,flood,floodfurr,fresh,,,,,,Plot,10,20,10,10-20cm,10-20cm,1.45,1.45,1.447707184,1.448597167,SCL,53,26,SCL,53,26,7.5,7.5,,,,,,,,,,,,,,3,3,3.7,3.7,4.3,4.3,0.065266732,0.3,16.21621622,0.346875,0.3541179,,,0.3496278,0.362403779,5.365,6.235,5.365,6.235,0.504551425,0.348147205,,,0.504551425,0.348147205,0.065266732,0.435,16.21621622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Kiziloglu et al.,2008,Turkey,Erzurum,Middle East,no,,39° 55' N,41° 16' E,1835,1851,,434,,5.5,semiarid,0.3727,Semi-Arid,2.8249,vegetables,horticulture,yes,,,,,no,yes,yes,,no,no,0,0.5,0.5,flood,floodfurr,fresh,,,,,,Plot,0,30,30,10-20cm,10-20cm,1.382948563,1.342146,1.382948563,1.342146,L,,,L,,,7.25,7.49,,,,,,,,,,,,,,3,2,8.4,8.4,11,11,0.117113399,5.2,30.95238095,0.5,0.7,0.05952381,0.063636364,0.7937496,0.927079434,34.85030379,44.290818,34.85030379,44.290818,3.27749682,2.47309134,,,3.27749682,2.47309134,0.104107133,18.88102842,27.0887573,3,2,11,9.4,0.9,1.6,0.081818182,0.170212766,6.510204082,3.356892697,,,,,45.63730258,37.8485172,,,,,-0.068264832,3,2,1.1,0.7,0.2,0.1,0.181818182,0.142857143,0.176376989,0.167521368,,,,,4.563730258,2.8185066,-0.196294645,,,0.570466282,0.4026438
20,Larney et al.,2016,Canada,Vauxhall,North America,no,,50° 04' N,112° 06' W,,778,303,337,5.7,5.5,,0.2795,Semi-Arid,3.5638,mixed,horticulture,yes,frequent,multiple,CT,no,no,no,yes,yes,no,no,0,12,12,sprinklers,sprinkler,fresh,,,,,,Plot,0,8,7.5,0-10cm,0-10cm,1.413398,1.321451,1.413398,1.321451,SL,,,SL,,,7.37,7.51,,,,,,,,,,,,,,2,2,9.999542474,9.999542474,8.879128574,8.879128574,-0.051609785,-0.093367825,-11.20465164,0.937457107,0.731222875,,,0.944896767,0.748332499,10.6,8.8,10.6,8.8,1,0,0.09434,0,0.996877,0.491370554,-0.080823193,-0.15,-16.98113208,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,1.1,1,0.1,0.01,1.1,1,,0.090909,0.01,0.1375,0.142857
20,Larney et al.,2016,Canada,Vauxhall,North America,no,,50° 04' N,112° 06' W,,778,303,337,5.7,5.5,,0.2795,Semi-Arid,3.5638,mixed,horticulture,yes,frequent,multiple,CT,no,no,no,yes,yes,no,no,0,12,12,sprinklers,sprinkler,fresh,,,,,,Plot,8,15,7.5,10-20cm,10-20cm,1.417411,1.317835,1.417411,1.317835,SL,,,SL,,,7.31,7.46,,,,,,,,,,,,,,2,2,11.10005026,11.10005026,10.3199566,10.3199566,-0.031647074,-0.065007805,-7.027838996,1.040629711,0.849879386,,,1.048888149,0.86976541,11.8,10.2,11.8,10.2,0.1,0.1,0.008475,0.009804,1.109731,0.569543143,-0.063281836,-0.133333333,-13.55932203,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,1.3,1.1,0.01,0.01,1.3,1.1,,0.007692,0.009091,0.1625,0.157143
20,Larney et al.,2016,Canada,Vauxhall,North America,no,,50° 04' N,112° 06' W,,778,303,337,5.7,5.5,,0.2795,Semi-Arid,3.5638,mixed,horticulture,yes,frequent,multiple,CT,no,no,no,yes,yes,no,no,0,12,12,sprinklers,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.407058,1.313806,1.407058,1.313806,SL,,,SL,,,,,,,,,,,,,,,,,,2,2,7.580829409,7.580829409,8.321878065,8.321878065,0.040504624,0.061754055,9.775297875,0.710702757,0.685331624,,,0.716342894,0.701367455,16,16.4,16,16.4,1.5,1.3,0.09375,0.079268,1.50472,0.915736033,0.010723865,0.033333333,2.5,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,
21a,Lenka et al.,2014,India,Pusa-N,Asia,yes,N-,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,no,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.394353448,1.401693833,1.394353448,1.401693833,CL,,,CL,,,7.56,7.56,,,,,,,,,,,,,,3,3,3.5,3.5,3.5,3.5,0,0,0,0.5,0.5,0.142857143,0.142857143,0.330729,0.29497982,7.320355602,7.358892623,7.320355602,7.358892623,0.688442843,0.41090263,,,0.688442843,0.41090263,0.002280288,0.038537021,0.526436465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21a,Lenka et al.,2014,India,Pusa-N,Asia,yes,N-,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,no,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.411052011,1.433455,1.411052011,1.433455,CL,,,CL,,,,,,,,,,,,,,,,,,3,3,2.5,2.5,2.8,2.8,0.049218023,0.3,12,1.7,0.5,0.68,0.178571429,0.236235,0.235983856,5.291445041,6.020511,5.291445041,6.020511,0.497633949,0.336170662,,,0.497633949,0.336170662,0.056059064,0.729065959,13.77820148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21a,Lenka et al.,2014,India,Pusa-N,Asia,yes,N-,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,no,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,30,60,30,40-50cm,30+cm,1.407647414,1.432133389,1.407647414,1.432133389,CL,,,CL,,,,,,,,,,,,,,,,,,3,3,1.033333333,1.033333333,1.033333333,1.033333333,0,0,0,0.233333333,0.266666667,0.095238095,0.117647059,0.0976438,0.08708928,4.363706982,4.439613506,4.363706982,4.439613506,0.410384823,0.247897199,,,0.410384823,0.247897199,0.007489583,0.075906524,1.739496347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b,Lenka et al.,2014,India,Pusa+N,Asia,yes,N+,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,yes,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.406198276,1.4306215,1.406198276,1.4306215,CL,,,CL,,,7.56,7.56,,,,,,,,,,,,,,3,3,4.5,4.5,5.1,5.1,0.054357662,0.6,13.33333333,0.3,0.3,0.066666667,0.058823529,0.425223,0.429827737,9.491838363,10.94425448,9.491838363,10.94425448,0.892659939,0.611100499,,,0.892659939,0.611100499,0.061835849,1.452416112,15.30173668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b,Lenka et al.,2014,India,Pusa+N,Asia,yes,N+,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,yes,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,15,30,15,20-30cm,20-30cm,1.418097701,1.441992167,1.418097701,1.441992167,CL,,,CL,,,,,,,,,,,,,,,,,,3,3,3.3,3.3,3.3,3.3,0,0,0,0.2,0.2,0.060606061,0.060606061,0.3118302,0.27812383,7.01958362,7.137861227,7.01958362,7.137861227,0.660156742,0.398560776,,,0.660156742,0.398560776,0.007256748,0.118277607,1.684966133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b,Lenka et al.,2014,India,Pusa+N,Asia,yes,N+,23° 27' N,78° 48' E,,487,,1231,,25.6,semiarid,0.5888,Dry sub-humid,1.6994,cereals,cereals,yes,,,,yes,no,yes,yes,,no,no,0,1,1,spray by hose,sprinkler,fresh,,,,,,Plot,30,60,30,40-50cm,30+cm,1.404962165,1.4322625,1.404962165,1.4322625,CL,,,CL,,,,,,,,,,,,,,,,,,3,3,1.3,1.3,1.4,1.4,0.032184683,0.1,7.692307692,0.22,0.166666667,0.173913043,0.086956522,0.1228422,0.117991928,5.479352442,6.0155025,5.479352442,6.0155025,0.5153057,0.335891,,,0.5153057,0.335891,0.040542676,0.536150058,9.784916438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Leavitt et al.,2001,USA,FACE,North America,no,,33° 03' N,112° 01' W,,360,,200,,21.6,semiarid,0.076,Arid,13.28,cereals,cereals,no,,,,no,no,no,yes,,no,no,0,2,2,subsurface drip,drippers,fresh,,,,,,Plot,0,15,15,0-10cm,0-10cm,1.48,1.48,1.478791379,1.4771845,L,,,L,,,,,,,,,,,,,,,,,,4,4,5.8,5.8,5.8,5.8,0,0,0,0.7,0.5,0.120689655,0.086206897,0.5480652,0.488823701,12.876,12.876,12.876,12.876,1.21092342,0.718964461,,,1.21092342,0.718964461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
